Year ,Geo,VisibleMinority,AgeGroup,Indicators,Statistics,Uom,Value
2020,Canada,"Total, by visible minority group",65 years and over,"Experience(s) of discrimination based on ethnicity or culture, 5 years before COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,4.4
2020,Canada,"Total, by visible minority group",65 years and over,"Experience(s) of discrimination based on race or colour, 5 years before COVID-19 pandemic",Percentage of persons,Percent,3.4
2020,Canada,"Total, by visible minority group",65 years and over,"Experience(s) of discrimination based on race or colour, 5 years before COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,2.8
2020,Canada,"Total, by visible minority group",65 years and over,"Experience(s) of discrimination based on race or colour, 5 years before COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,4.1
2020,Canada,"Total, by visible minority group",65 years and over,"Experience(s) of discrimination based on religion, 5 years before COVID-19 pandemic",Percentage of persons,Percent,1.4
2020,Canada,"Total, by visible minority group",65 years and over,"Experience(s) of discrimination based on religion, 5 years before COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,1.1
2020,Canada,"Total, by visible minority group",65 years and over,"Experience(s) of discrimination based on religion, 5 years before COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,1.9
2020,Canada,"Total, by visible minority group",65 years and over,"Experience(s) of discrimination based on language, 5 years before COVID-19 pandemic",Percentage of persons,Percent,3.4
2020,Canada,"Total, by visible minority group",65 years and over,"Experience(s) of discrimination based on language, 5 years before COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,2.8
2020,Canada,"Total, by visible minority group",65 years and over,"Experience(s) of discrimination based on language, 5 years before COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,4
2020,Canada,"Total, by visible minority group",65 years and over,"Discrimination at work or when applying for a job or a promotion, 5 years before COVID-19 pandemic",Percentage of persons,Percent,23.6
2020,Canada,"Total, by visible minority group",65 years and over,"Discrimination at work or when applying for a job or a promotion, 5 years before COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,20.8
2020,Canada,"Total, by visible minority group",65 years and over,"Discrimination at work or when applying for a job or a promotion, 5 years before COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,26.7
2020,Canada,"Total, by visible minority group",65 years and over,"Discrimination when dealing with the police, 5 years before COVID-19 pandemic",Percentage of persons,Percent,5.1
2020,Canada,"Total, by visible minority group",65 years and over,"Discrimination when dealing with the police, 5 years before COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,3.8
2020,Canada,"Total, by visible minority group",65 years and over,"Discrimination when dealing with the police, 5 years before COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,6.9
2020,Canada,"Total, by visible minority group",65 years and over,"Discrimination in a store, bank or restaurant, 5 years before COVID-19 pandemic",Percentage of persons,Percent,38.4
2020,Canada,"Total, by visible minority group",65 years and over,"Discrimination in a store, bank or restaurant, 5 years before COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,35.1
2020,Canada,"Total, by visible minority group",65 years and over,"Discrimination in a store, bank or restaurant, 5 years before COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,41.7
2020,Canada,"Total, by visible minority group",65 years and over,"Discrimination when attending school or classes, 5 years before COVID-19 pandemic",Percentage of persons,Percent,2.9
2020,Canada,"Total, by visible minority group",65 years and over,"Discrimination when attending school or classes, 5 years before COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,2
2020,Canada,"Total, by visible minority group",65 years and over,"Discrimination when attending school or classes, 5 years before COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,4.2
2020,Canada,"Total, by visible minority group",65 years and over,Experience(s) of discrimination since the beginning of COVID-19 pandemic,Percentage of persons,Percent,9.2
2020,Canada,"Total, by visible minority group",65 years and over,Experience(s) of discrimination since the beginning of COVID-19 pandemic,"Lower 95% confidence interval, percentage of persons",Percent,8.3
2020,Canada,"Total, by visible minority group",65 years and over,Experience(s) of discrimination since the beginning of COVID-19 pandemic,"Upper 95% confidence interval, percentage of persons",Percent,10.2
2020,Canada,"Total, by visible minority group",65 years and over,"Experience(s) of discrimination based on ethnicity or culture, since the beginning of COVID-19 pandemic",Percentage of persons,Percent,1.5
2020,Canada,"Total, by visible minority group",65 years and over,"Experience(s) of discrimination based on ethnicity or culture, since the beginning of COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,1.1
2020,Canada,"Total, by visible minority group",65 years and over,"Experience(s) of discrimination based on ethnicity or culture, since the beginning of COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,2
2020,Canada,"Total, by visible minority group",65 years and over,"Experience(s) of discrimination based on race or colour, since the beginning of COVID-19 pandemic",Percentage of persons,Percent,1.7
2020,Canada,"Total, by visible minority group",65 years and over,"Experience(s) of discrimination based on race or colour, since the beginning of COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,1.3
2020,Canada,"Total, by visible minority group",65 years and over,"Experience(s) of discrimination based on race or colour, since the beginning of COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,2.2
2020,Canada,"Total, by visible minority group",65 years and over,"Experience(s) of discrimination based on religion, since the beginning of COVID-19 pandemic",Percentage of persons,Percent,0.5
2020,Canada,"Total, by visible minority group",65 years and over,"Experience(s) of discrimination based on religion, since the beginning of COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,0.3
2020,Canada,"Total, by visible minority group",65 years and over,"Experience(s) of discrimination based on religion, since the beginning of COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,0.8
2020,Canada,"Total, by visible minority group",65 years and over,"Experience(s) of discrimination based on language, since the beginning of COVID-19 pandemic",Percentage of persons,Percent,1.1
2020,Canada,"Total, by visible minority group",65 years and over,"Experience(s) of discrimination based on language, since the beginning of COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,0.8
2020,Canada,"Total, by visible minority group",65 years and over,"Experience(s) of discrimination based on language, since the beginning of COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,1.5
2020,Canada,"Total, by visible minority group",65 years and over,"Discrimination at work or when applying for a job or promotion, since the beginning of COVID-19 pandemic",Percentage of persons,Percent,8.1
2020,Canada,"Total, by visible minority group",65 years and over,"Discrimination at work or when applying for a job or promotion, since the beginning of COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,6
2020,Canada,"Total, by visible minority group",65 years and over,"Discrimination at work or when applying for a job or promotion, since the beginning of COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,11
2020,Canada,"Total, by visible minority group",65 years and over,"Discrimination when dealing with the police, since the beginning of COVID-19 pandemic",Percentage of persons,Percent,1.9
2020,Canada,"Total, by visible minority group",65 years and over,"Discrimination when dealing with the police, since the beginning of COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,0.9
2020,Canada,"Total, by visible minority group",65 years and over,"Discrimination when dealing with the police, since the beginning of COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,3.7
2020,Canada,"Total, by visible minority group",65 years and over,"Discrimination in a store, bank or restaurant, since the  beginning of COVID-19 pandemic",Percentage of persons,Percent,36.3
